From Date,To Date,Ozone,CO,SO2,NO2,PM10,PM2.5,State,City,Station
11-02-2022 00:00,12-02-2022 00:00,41.84,0.31,20.86,2.64,127.86,78.14,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
12-02-2022 00:00,13-02-2022 00:00,38.49,0.57,19.94,3.42,168.65,116.77,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
13-02-2022 00:00,14-02-2022 00:00,31.84,0.72,19.33,2.6,219.57,133.94,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
14-02-2022 00:00,15-02-2022 00:00,33.39,0.4,18.49,3.21,156.81,90.11,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
15-02-2022 00:00,16-02-2022 00:00,47.98,0.63,20.05,2.8,181.67,102.99,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
16-02-2022 00:00,17-02-2022 00:00,29.28,0.62,19.36,3.29,196.71,129.24,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
17-02-2022 00:00,18-02-2022 00:00,29.0,0.71,38.12,3.07,238.6,163.84,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
18-02-2022 00:00,19-02-2022 00:00,28.42,0.67,20.53,3.12,211.78,140.32,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
19-02-2022 00:00,20-02-2022 00:00,35.39,0.37,23.63,3.11,116.54,69.82,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
20-02-2022 00:00,21-02-2022 00:00,22.88,1.33,14.93,2.24,118.72,71.85,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
21-02-2022 00:00,22-02-2022 00:00,49.05,0.69,29.59,2.24,155.13,56.1,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
22-02-2022 00:00,23-02-2022 00:00,69.09,0.31,23.03,2.68,168.79,65.86,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
23-02-2022 00:00,24-02-2022 00:00,48.68,0.61,13.95,3.3,165.13,114.97,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
24-02-2022 00:00,25-02-2022 00:00,33.03,0.85,35.71,3.48,240.55,151.65,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
25-02-2022 00:00,26-02-2022 00:00,51.0,0.45,18.62,2.82,206.82,121.14,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
26-02-2022 00:00,27-02-2022 00:00,50.91,0.23,17.05,3.03,55.79,19.81,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
27-02-2022 00:00,28-02-2022 00:00,38.36,0.36,24.42,2.96,48.92,21.44,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
28-02-2022 00:00,01-03-2022 00:00,31.16,0.33,15.32,3.59,56.17,30.59,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
01-03-2022 00:00,02-03-2022 00:00,29.55,0.53,9.96,3.14,119.96,78.68,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
02-03-2022 00:00,03-03-2022 00:00,37.13,0.59,10.15,3.58,175.18,107.82,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
03-03-2022 00:00,04-03-2022 00:00,50.45,0.32,7.0,2.57,119.72,67.66,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
04-03-2022 00:00,05-03-2022 00:00,34.34,0.35,13.41,2.91,103.92,67.75,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
05-03-2022 00:00,06-03-2022 00:00,48.79,0.34,7.89,2.26,73.34,47.12,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
06-03-2022 00:00,07-03-2022 00:00,31.9,0.48,6.96,2.93,113.17,81.38,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
07-03-2022 00:00,08-03-2022 00:00,37.39,0.57,10.15,2.98,151.81,86.73,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
08-03-2022 00:00,09-03-2022 00:00,41.51,0.8,9.81,3.2,213.11,129.13,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
09-03-2022 00:00,10-03-2022 00:00,32.26,0.44,15.44,2.68,136.43,72.98,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
10-03-2022 00:00,11-03-2022 00:00,38.86,0.47,17.21,3.33,118.06,70.88,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
11-03-2022 00:00,12-03-2022 00:00,44.44,0.42,15.24,2.53,130.03,104.0,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
12-03-2022 00:00,13-03-2022 00:00,47.92,0.52,14.93,3.54,117.34,64.08,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
13-03-2022 00:00,14-03-2022 00:00,42.71,0.48,19.3,3.16,153.81,108.72,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
14-03-2022 00:00,15-03-2022 00:00,41.61,0.75,12.41,3.47,197.32,126.32,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
15-03-2022 00:00,16-03-2022 00:00,37.98,0.51,7.14,2.32,197.42,126.12,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
16-03-2022 00:00,17-03-2022 00:00,44.85,0.43,6.73,2.41,156.77,89.43,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
17-03-2022 00:00,18-03-2022 00:00,65.42,0.46,24.03,3.18,155.58,90.34,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
18-03-2022 00:00,19-03-2022 00:00,76.04,0.46,3.76,2.97,193.19,150.51,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
19-03-2022 00:00,20-03-2022 00:00,74.92,0.43,9.61,3.24,158.19,109.11,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
20-03-2022 00:00,21-03-2022 00:00,50.29,0.5,19.24,3.02,210.74,136.66,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
21-03-2022 00:00,22-03-2022 00:00,81.98,0.47,18.19,3.35,215.43,148.8,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
22-03-2022 00:00,23-03-2022 00:00,65.84,0.24,16.79,3.01,154.22,77.81,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
23-03-2022 00:00,24-03-2022 00:00,56.88,0.65,16.48,3.22,193.79,136.72,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
24-03-2022 00:00,25-03-2022 00:00,44.98,0.7,21.65,3.28,203.11,131.2,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
25-03-2022 00:00,26-03-2022 00:00,35.86,0.81,19.74,3.23,183.35,135.14,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
26-03-2022 00:00,27-03-2022 00:00,61.1,0.53,20.36,3.59,177.98,100.47,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
27-03-2022 00:00,28-03-2022 00:00,56.5,0.95,20.17,3.77,233.28,142.35,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
28-03-2022 00:00,29-03-2022 00:00,49.54,0.79,15.04,4.07,249.0,145.1,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
29-03-2022 00:00,30-03-2022 00:00,48.22,0.98,30.67,4.76,277.63,171.6,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
30-03-2022 00:00,31-03-2022 00:00,51.24,1.03,27.25,3.52,316.29,198.12,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
31-03-2022 00:00,01-04-2022 00:00,77.09,0.84,26.05,3.98,259.06,140.94,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
01-04-2022 00:00,02-04-2022 00:00,80.59,0.72,20.57,3.62,207.69,105.34,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
02-04-2022 00:00,03-04-2022 00:00,80.75,0.55,27.01,3.6,221.44,105.41,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
03-04-2022 00:00,04-04-2022 00:00,38.35,1.02,19.64,3.59,283.91,121.56,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
04-04-2022 00:00,05-04-2022 00:00,63.05,0.8,26.53,3.74,233.48,125.7,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
05-04-2022 00:00,06-04-2022 00:00,49.96,0.84,24.52,3.84,195.03,102.16,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
06-04-2022 00:00,07-04-2022 00:00,35.34,1.55,17.88,4.4,296.37,170.8,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
07-04-2022 00:00,08-04-2022 00:00,69.13,1.01,27.92,3.38,259.8,166.42,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
08-04-2022 00:00,09-04-2022 00:00,33.91,1.14,34.62,3.63,300.2,169.43,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
09-04-2022 00:00,10-04-2022 00:00,51.02,0.66,21.78,3.79,234.97,144.74,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
10-04-2022 00:00,11-04-2022 00:00,66.75,0.54,18.56,3.81,172.29,111.46,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
11-04-2022 00:00,12-04-2022 00:00,51.4,0.82,19.75,2.99,177.63,134.05,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
12-04-2022 00:00,13-04-2022 00:00,62.47,0.65,9.34,3.79,100.66,78.38,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
13-04-2022 00:00,14-04-2022 00:00,28.35,0.48,94.92,3.95,108.79,97.81,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
14-04-2022 00:00,15-04-2022 00:00,91.82,0.45,21.55,4.01,188.85,124.33,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
15-04-2022 00:00,16-04-2022 00:00,70.36,0.46,31.31,5.53,164.64,105.15,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
16-04-2022 00:00,17-04-2022 00:00,75.41,0.78,14.73,7.11,223.53,142.61,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
17-04-2022 00:00,18-04-2022 00:00,66.53,0.68,14.31,7.11,204.87,144.35,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
18-04-2022 00:00,19-04-2022 00:00,63.45,0.69,16.13,7.04,171.82,114.04,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
19-04-2022 00:00,20-04-2022 00:00,82.33,0.34,12.83,6.98,183.04,137.27,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
20-04-2022 00:00,21-04-2022 00:00,67.49,0.72,13.06,6.99,152.54,59.37,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
21-04-2022 00:00,22-04-2022 00:00,49.44,0.18,22.01,7.0,217.21,126.61,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
22-04-2022 00:00,23-04-2022 00:00,102.9,0.47,8.54,6.97,213.27,88.19,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
23-04-2022 00:00,24-04-2022 00:00,156.23,0.37,88.82,6.96,258.44,203.92,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
24-04-2022 00:00,25-04-2022 00:00,123.42,1.01,55.48,7.04,148.02,80.42,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
25-04-2022 00:00,26-04-2022 00:00,28.80580949,0.816367965,10.74506539,22.01980639,150.0167919,69.52563585,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
26-04-2022 00:00,27-04-2022 00:00,28.80580949,0.816367965,10.74506539,22.01980639,150.0167919,69.52563585,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
27-04-2022 00:00,28-04-2022 00:00,28.80580949,0.816367965,10.74506539,22.01980639,150.0167919,69.52563585,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
28-04-2022 00:00,29-04-2022 00:00,28.80580949,0.816367965,10.74506539,22.01980639,150.0167919,69.52563585,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
29-04-2022 00:00,30-04-2022 00:00,80.18,1.03,18.33,7.03,161.99,64.84,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
30-04-2022 00:00,01-05-2022 00:00,65.23,0.96,11.92,6.98,182.62,90.79,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
01-05-2022 00:00,02-05-2022 00:00,61.92,0.63,4.5,7.49,236.64,96.37,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
02-05-2022 00:00,03-05-2022 00:00,51.74,0.47,6.18,7.79,174.08,88.91,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
03-05-2022 00:00,04-05-2022 00:00,28.80580949,0.816367965,10.74506539,22.01980639,150.0167919,69.52563585,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
04-05-2022 00:00,05-05-2022 00:00,28.80580949,0.816367965,10.74506539,22.01980639,150.0167919,69.52563585,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
05-05-2022 00:00,06-05-2022 00:00,28.80580949,0.816367965,10.74506539,22.01980639,150.0167919,69.52563585,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
06-05-2022 00:00,07-05-2022 00:00,62.92,0.98,7.34,7.8,454.58,156.73,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
07-05-2022 00:00,08-05-2022 00:00,67.88,0.82,8.47,7.8,170.05,91.73,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
08-05-2022 00:00,09-05-2022 00:00,67.16,0.59,5.12,7.81,166.64,97.37,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
09-05-2022 00:00,10-05-2022 00:00,45.66,0.52,1.7,8.98,143.55,92.85,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
10-05-2022 00:00,11-05-2022 00:00,39.81,0.5,1.01,9.77,139.26,88.22,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
11-05-2022 00:00,12-05-2022 00:00,42.81,0.51,3.23,9.69,138.23,74.85,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
12-05-2022 00:00,13-05-2022 00:00,50.04,0.53,3.44,9.3,135.94,94.56,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
13-05-2022 00:00,14-05-2022 00:00,89.54,0.63,8.73,9.31,182.44,111.34,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
14-05-2022 00:00,15-05-2022 00:00,80.56,0.87,19.87,9.31,240.1,147.42,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
15-05-2022 00:00,16-05-2022 00:00,39.34,0.47,29.74,9.27,201.07,138.21,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
16-05-2022 00:00,17-05-2022 00:00,55.96,0.42,25.46,10.16,317.77,172.04,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
17-05-2022 00:00,18-05-2022 00:00,75.23,0.38,9.59,13.19,228.85,121.68,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
18-05-2022 00:00,19-05-2022 00:00,80.16,0.5,6.65,6.89,224.97,111.68,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
19-05-2022 00:00,20-05-2022 00:00,45.59,0.62,7.76,11.01,225.54,132.42,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
20-05-2022 00:00,21-05-2022 00:00,46.11,0.33,13.52,21.13,249.92,148.28,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
21-05-2022 00:00,22-05-2022 00:00,43.5,0.23,10.77,15.55,252.55,122.47,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
22-05-2022 00:00,23-05-2022 00:00,64.58,0.33,8.82,17.63,135.18,84.78,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
23-05-2022 00:00,24-05-2022 00:00,38.56,0.36,4.3,16.76,127.99,68.69,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
24-05-2022 00:00,25-05-2022 00:00,6.29,0.35,2.72,10.98,93.55,55.17,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
25-05-2022 00:00,26-05-2022 00:00,6.82,0.65,9.48,20.27,144.46,102.48,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
26-05-2022 00:00,27-05-2022 00:00,9.7,0.56,13.84,19.57,176.05,67.29,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
27-05-2022 00:00,28-05-2022 00:00,9.28,0.43,21.38,25.36,177.84,101.31,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
28-05-2022 00:00,29-05-2022 00:00,8.96,0.38,7.62,21.98,269.41,124.88,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
29-05-2022 00:00,30-05-2022 00:00,8.92,0.24,8.35,20.54,300.88,112.52,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
30-05-2022 00:00,31-05-2022 00:00,10.84,0.35,10.26,20.16,204.37,105.81,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
31-05-2022 00:00,01-06-2022 00:00,20.26,0.48,15.9,24.3,299.46,134.31,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
01-06-2022 00:00,02-06-2022 00:00,15.09,0.43,24.55,26.32,287.07,163.37,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
02-06-2022 00:00,03-06-2022 00:00,8.73,0.52,17.76,23.69,203.35,98.13,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
03-06-2022 00:00,04-06-2022 00:00,18.55,0.56,20.61,23.54,185.37,99.14,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
04-06-2022 00:00,05-06-2022 00:00,20.16,0.63,23.41,23.6,206.8,110.42,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
05-06-2022 00:00,06-06-2022 00:00,17.07,0.25,14.13,12.38,165.2,77.92,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
06-06-2022 00:00,07-06-2022 00:00,20.56,0.32,20.52,14.38,173.87,71.27,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
07-06-2022 00:00,08-06-2022 00:00,14.22,0.37,15.05,14.43,342.37,154.61,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
08-06-2022 00:00,09-06-2022 00:00,14.7,0.27,21.99,13.51,270.55,126.96,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
09-06-2022 00:00,10-06-2022 00:00,13.92,0.39,15.92,13.17,247.11,112.79,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
10-06-2022 00:00,11-06-2022 00:00,10.93,0.27,8.89,13.55,246.99,110.79,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
11-06-2022 00:00,12-06-2022 00:00,11.74,0.27,14.44,12.16,172.99,87.64,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
12-06-2022 00:00,13-06-2022 00:00,16.25,0.28,20.22,9.68,180.49,87.02,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
13-06-2022 00:00,14-06-2022 00:00,15.09,0.27,18.9,9.07,143.76,66.38,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
14-06-2022 00:00,15-06-2022 00:00,14.73,0.23,2.47,9.58,133.74,62.06,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
15-06-2022 00:00,16-06-2022 00:00,14.04,0.23,16.58,10.72,86.94,41.61,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
16-06-2022 00:00,17-06-2022 00:00,17.98,0.31,11.89,12.51,119.97,41.46,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
17-06-2022 00:00,18-06-2022 00:00,9.38,0.26,19.38,12.71,72.12,39.9,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
18-06-2022 00:00,19-06-2022 00:00,28.80580949,0.37,0.44,15.62,50.58,34.3,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
19-06-2022 00:00,20-06-2022 00:00,5.44,0.37,40.99,16.03,55.72,49.23,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
20-06-2022 00:00,21-06-2022 00:00,12.59,0.39,2.04,19.53,60.62,45.73,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
21-06-2022 00:00,22-06-2022 00:00,8.7,0.3,34.58,18.63,62.69,43.72,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
22-06-2022 00:00,23-06-2022 00:00,3.98,0.37,3.03,16.39,95.02,55.85,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
23-06-2022 00:00,24-06-2022 00:00,7.27,0.44,42.02,15.4,168.99,76.94,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
24-06-2022 00:00,25-06-2022 00:00,10.22,0.51,12.61,15.66,176.39,90.17,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
25-06-2022 00:00,26-06-2022 00:00,22.6,0.45,12.75,14.54,196.14,89.59,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
26-06-2022 00:00,27-06-2022 00:00,14.42,0.43,5.62,8.72,138.89,67.49,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
27-06-2022 00:00,28-06-2022 00:00,9.16,0.44,11.19,8.84,100.9,35.75,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
28-06-2022 00:00,29-06-2022 00:00,13.57,0.53,4.01,11.8,121.27,85.16,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
29-06-2022 00:00,30-06-2022 00:00,8.72,0.45,1.19,8.68,149.16,72.03,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
30-06-2022 00:00,01-07-2022 00:00,11.11,0.49,24.48,16.97,46.92,39.6,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
01-07-2022 00:00,02-07-2022 00:00,15.03,0.48,1.26,14.16,48.5,32.77,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
02-07-2022 00:00,03-07-2022 00:00,15.64,0.43,7.84,9.72,61.52,20.51,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
03-07-2022 00:00,04-07-2022 00:00,30.48,0.34,5.17,7.65,52.86,32.2,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
04-07-2022 00:00,05-07-2022 00:00,38.99,0.42,2.54,8.89,80.31,47.78,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
05-07-2022 00:00,06-07-2022 00:00,37.9,0.48,1.52,8.97,92.94,54.82,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
06-07-2022 00:00,07-07-2022 00:00,36.33,0.43,1.21,12.44,99.61,61.3,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
07-07-2022 00:00,08-07-2022 00:00,35.59,0.4,0.6,11.55,100.82,53.36,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
08-07-2022 00:00,09-07-2022 00:00,34.25,0.39,2.39,8.56,93.63,28.25,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
09-07-2022 00:00,10-07-2022 00:00,32.34,0.46,0.91,13.66,117.89,57.72,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
10-07-2022 00:00,11-07-2022 00:00,17.55,0.42,0.45,14.41,64.28,34.46,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
11-07-2022 00:00,12-07-2022 00:00,6.6,0.46,0.4,16.35,58.52,49.15,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
12-07-2022 00:00,13-07-2022 00:00,13.23,0.55,3.44,16.97,67.44,55.78,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
13-07-2022 00:00,14-07-2022 00:00,17.54,0.6,7.82,15.14,71.19,45.89,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
14-07-2022 00:00,15-07-2022 00:00,24.58,0.41,9.15,13.76,76.87,44.67,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
15-07-2022 00:00,16-07-2022 00:00,26.49,0.32,10.71,15.65,70.31,36.7,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
16-07-2022 00:00,17-07-2022 00:00,28.57,0.28,10.25,14.77,53.45,30.33,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
17-07-2022 00:00,18-07-2022 00:00,40.49,0.45,14.35,12.52,77.19,58.7,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
18-07-2022 00:00,19-07-2022 00:00,37.52,0.45,12.37,12.23,92.28,42.71,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
19-07-2022 00:00,20-07-2022 00:00,30.62,0.48,10.79,10.48,115.11,20.91,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
20-07-2022 00:00,21-07-2022 00:00,35.77,0.35,14.74,11.73,65.24,20.79,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
21-07-2022 00:00,22-07-2022 00:00,39.96,0.33,17.72,10.1,62.18,25.23,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
22-07-2022 00:00,23-07-2022 00:00,39.9,0.45,18.74,9.3,88.34,45.93,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
23-07-2022 00:00,24-07-2022 00:00,40.02,0.39,25.4,12.97,50.5,39.59,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
24-07-2022 00:00,25-07-2022 00:00,35.8,0.37,19.68,12.82,51.98,22.55,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
25-07-2022 00:00,26-07-2022 00:00,29.99,0.33,17.2,18.27,59.21,22.91,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
26-07-2022 00:00,27-07-2022 00:00,29.87,0.32,18.04,10.57,57.6,21.3,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
27-07-2022 00:00,28-07-2022 00:00,29.97,0.29,18.35,7.78,55.28,19.95,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
28-07-2022 00:00,29-07-2022 00:00,28.2,0.32,15.04,8.19,42.56,21.44,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
29-07-2022 00:00,30-07-2022 00:00,19.94,0.32,9.51,6.79,36.81,27.02,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
30-07-2022 00:00,31-07-2022 00:00,19.97,0.33,10.2,7.66,49.89,27.46,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
31-07-2022 00:00,01-08-2022 00:00,20.05,0.38,9.59,7.89,67.4,29.54,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
01-08-2022 00:00,02-08-2022 00:00,19.99,0.26,9.8,11.13,43.06,26.4,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
02-08-2022 00:00,03-08-2022 00:00,20.03,0.31,9.99,7.82,47.15,28.62,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
03-08-2022 00:00,04-08-2022 00:00,19.99,0.37,12.14,9.07,83.91,50.8,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
04-08-2022 00:00,05-08-2022 00:00,20.04,0.4,8.97,11.41,70.27,53.77,Haryana,Manesar,"Sector-2 IMT, Manesar - HSPCB"
