From Date,To Date,Ozone,CO,SO2,NO2,PM10,PM2.5,State,City,Station
01-08-2021 00:00,02-08-2021 00:00,7.09,0.68,10.35,35.69,85.62,22.99,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
02-08-2021 00:00,03-08-2021 00:00,6.88,0.72,8.33,40.15,104.48,29.59,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
03-08-2021 00:00,04-08-2021 00:00,7.83,0.76,7.4,34.08,90.17,27.24,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
04-08-2021 00:00,05-08-2021 00:00,7.25,0.86,9.28,42.43,110.16,28.08,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
05-08-2021 00:00,06-08-2021 00:00,7.48,0.82,14.43,41.93,102.27,26.75,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
06-08-2021 00:00,07-08-2021 00:00,8.14,0.76,11.84,36.38,90.84,23.96,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
07-08-2021 00:00,08-08-2021 00:00,6.68,0.74,14.65,36.03,90.98,28.0,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
08-08-2021 00:00,09-08-2021 00:00,6.75,0.66,13.32,30.54,52.92,25.55,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
09-08-2021 00:00,10-08-2021 00:00,6.39,0.73,16.51,29.63,76.95,26.65,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
10-08-2021 00:00,11-08-2021 00:00,5.97,0.82,15.71,39.4,107.48,40.33,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
11-08-2021 00:00,12-08-2021 00:00,6.58,0.71,12.82,38.42,103.23,40.28,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
12-08-2021 00:00,13-08-2021 00:00,10.66,0.68,14.91,35.28,104.12,29.72,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
13-08-2021 00:00,14-08-2021 00:00,27.59,0.74,14.32,31.58,70.54,28.47,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
14-08-2021 00:00,15-08-2021 00:00,18.48,0.66,16.9,33.6,71.45,25.4,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
15-08-2021 00:00,16-08-2021 00:00,10.73,0.75,16.11,41.17,79.17,29.28,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
16-08-2021 00:00,17-08-2021 00:00,9.71,0.81,12.64,44.55,79.36,32.98,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
17-08-2021 00:00,18-08-2021 00:00,7.09,0.74,12.98,35.3,103.28,36.11,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
18-08-2021 00:00,19-08-2021 00:00,6.79,0.9,17.38,37.48,94.17,31.42,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
19-08-2021 00:00,20-08-2021 00:00,6.66,0.92,14.12,43.6,80.24,28.75,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
20-08-2021 00:00,21-08-2021 00:00,6.48,1.08,12.87,42.96,89.86,31.29,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
21-08-2021 00:00,22-08-2021 00:00,7.46,0.71,15.13,32.43,54.26,22.81,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
22-08-2021 00:00,23-08-2021 00:00,7.16,0.64,15.99,28.89,55.24,18.99,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
23-08-2021 00:00,24-08-2021 00:00,6.86,0.72,16.9,32.32,72.67,21.24,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
24-08-2021 00:00,25-08-2021 00:00,6.89,0.77,15.03,34.44,91.99,34.71,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
25-08-2021 00:00,26-08-2021 00:00,7.05,0.78,16.11,42.08,87.72,48.1,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
26-08-2021 00:00,27-08-2021 00:00,9.13,0.89,11.95,44.85,92.07,46.46,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
27-08-2021 00:00,28-08-2021 00:00,9.44,0.89,12.29,60.79,118.92,42.45,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
28-08-2021 00:00,29-08-2021 00:00,9.16,0.91,14.49,44.65,103.42,41.14,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
29-08-2021 00:00,30-08-2021 00:00,11.59,0.75,14.72,34.7,94.85,39.64,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
30-08-2021 00:00,31-08-2021 00:00,14.82,0.64,13.61,24.04,51.76,21.08,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
31-08-2021 00:00,01-09-2021 00:00,10.63,0.83,14.94,30.53,40.17,15.92,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
01-09-2021 00:00,02-09-2021 00:00,12.43,0.69,13.95,29.09,67.38,19.94,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
02-09-2021 00:00,03-09-2021 00:00,14.93,0.63,16.37,20.67,56.57,17.29,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
03-09-2021 00:00,04-09-2021 00:00,13.62,0.68,15.94,24.38,67.15,17.72,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
04-09-2021 00:00,05-09-2021 00:00,15.45,0.72,16.42,29.23,91.86,26.52,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
05-09-2021 00:00,06-09-2021 00:00,13.32,0.71,18.12,29.8,54.76,21.81,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
06-09-2021 00:00,07-09-2021 00:00,8.71,0.74,15.78,38.53,33.16,14.0,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
07-09-2021 00:00,08-09-2021 00:00,8.8,0.85,15.74,37.6,59.88,17.22,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
08-09-2021 00:00,09-09-2021 00:00,8.74,0.98,13.66,46.33,77.52,21.75,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
09-09-2021 00:00,10-09-2021 00:00,16.36,0.97,14.43,45.65,83.39,21.56,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
10-09-2021 00:00,11-09-2021 00:00,8.67,0.89,15.31,33.39,52.26,21.1,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
11-09-2021 00:00,12-09-2021 00:00,9.21,0.75,15.5,31.9,50.37,19.0,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
12-09-2021 00:00,13-09-2021 00:00,8.83,0.84,16.65,32.08,49.77,18.66,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
13-09-2021 00:00,14-09-2021 00:00,8.89,0.75,16.36,32.65,62.92,17.3,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
14-09-2021 00:00,15-09-2021 00:00,9.07,0.86,17.32,31.68,120.96,22.51,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
15-09-2021 00:00,16-09-2021 00:00,10.63,0.92,15.07,37.56,108.32,24.66,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
16-09-2021 00:00,17-09-2021 00:00,17.83,0.73,13.29,37.66,110.13,28.37,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
17-09-2021 00:00,18-09-2021 00:00,23.94,0.72,14.7,37.14,127.33,37.67,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
18-09-2021 00:00,19-09-2021 00:00,20.36,0.86,11.24,52.08,131.07,34.34,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
19-09-2021 00:00,20-09-2021 00:00,22.36,0.76,17.25,44.57,96.73,34.48,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
20-09-2021 00:00,21-09-2021 00:00,21.7,0.91,10.61,50.63,153.71,48.54,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
21-09-2021 00:00,22-09-2021 00:00,14.9,1.03,14.66,38.89,127.62,41.64,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
22-09-2021 00:00,23-09-2021 00:00,9.46,0.82,15.58,29.9,91.15,32.03,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
23-09-2021 00:00,24-09-2021 00:00,9.35,0.85,16.34,25.84,72.89,24.91,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
24-09-2021 00:00,25-09-2021 00:00,13.53,0.73,16.06,28.69,60.36,25.25,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
25-09-2021 00:00,26-09-2021 00:00,20.98,0.85,15.29,50.16,79.57,26.7,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
26-09-2021 00:00,27-09-2021 00:00,11.91,0.7,8.65,51.12,95.17,32.72,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
27-09-2021 00:00,28-09-2021 00:00,20.69,0.41,15.28,24.11,40.62,8.42,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
28-09-2021 00:00,29-09-2021 00:00,12.12,1.44,9.9,62.24,64.76,28.01,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
29-09-2021 00:00,30-09-2021 00:00,20.02,1.27,8.32,51.26,104.31,36.59,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
30-09-2021 00:00,01-10-2021 00:00,16.94,0.68,10.11,29.05,89.84,25.62,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
01-10-2021 00:00,02-10-2021 00:00,12.99,0.43,11.86,16.44,56.73,12.52,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
02-10-2021 00:00,03-10-2021 00:00,15.35,0.38,14.17,17.85,53.73,14.2,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
03-10-2021 00:00,04-10-2021 00:00,14.0,0.48,14.09,20.77,43.67,10.46,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
04-10-2021 00:00,05-10-2021 00:00,14.31,0.52,9.16,24.52,41.73,16.33,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
05-10-2021 00:00,06-10-2021 00:00,12.52,0.33,9.8,21.83,76.87,20.71,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
06-10-2021 00:00,07-10-2021 00:00,15.51,0.24,15.69,8.64,10.92,1.9,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
07-10-2021 00:00,08-10-2021 00:00,17.06,0.37,11.63,22.94,57.24,10.79,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
08-10-2021 00:00,09-10-2021 00:00,14.08,0.57,9.2,37.27,85.84,20.64,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
09-10-2021 00:00,10-10-2021 00:00,25.6,0.67,8.03,45.51,113.82,42.23,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
10-10-2021 00:00,11-10-2021 00:00,26.8,0.58,8.83,44.83,154.25,63.37,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
11-10-2021 00:00,12-10-2021 00:00,39.45,0.59,11.44,41.32,162.29,69.91,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
12-10-2021 00:00,13-10-2021 00:00,29.97,0.91,9.37,56.97,206.64,93.0,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
13-10-2021 00:00,14-10-2021 00:00,37.68,0.78,10.53,52.29,236.87,105.79,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
14-10-2021 00:00,15-10-2021 00:00,32.37,1.11,9.54,67.9,206.16,86.39,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
15-10-2021 00:00,16-10-2021 00:00,15.37,0.73,10.98,35.53,105.63,64.45,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
16-10-2021 00:00,17-10-2021 00:00,21.36,0.53,14.59,13.31,30.95,12.82,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
17-10-2021 00:00,18-10-2021 00:00,23.56,0.83,10.06,36.8,94.86,45.43,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
18-10-2021 00:00,19-10-2021 00:00,16.73,0.67,12.55,31.37,64.94,25.78,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
19-10-2021 00:00,20-10-2021 00:00,19.18,1.04,9.55,47.93,125.47,51.83,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
20-10-2021 00:00,21-10-2021 00:00,16.34,2.0,7.65,79.85,202.73,83.25,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
21-10-2021 00:00,22-10-2021 00:00,25.97,0.89,8.77,41.35,137.82,68.55,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
22-10-2021 00:00,23-10-2021 00:00,25.03,0.9,9.66,38.53,124.85,63.21,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
23-10-2021 00:00,24-10-2021 00:00,24.8,0.74,13.06,30.79,102.2,35.09,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
24-10-2021 00:00,25-10-2021 00:00,41.25,0.65,12.17,22.49,99.47,43.62,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
25-10-2021 00:00,26-10-2021 00:00,47.96,0.89,12.74,43.13,165.43,50.5,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
26-10-2021 00:00,27-10-2021 00:00,35.99,0.78,8.29,39.03,176.83,54.32,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
27-10-2021 00:00,28-10-2021 00:00,36.01,0.73,13.35,18.86,108.86,56.55,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
28-10-2021 00:00,29-10-2021 00:00,28.14,0.74,13.93,13.52,120.49,66.83,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
29-10-2021 00:00,30-10-2021 00:00,22.15,0.67,14.02,13.93,66.97,36.46,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
30-10-2021 00:00,31-10-2021 00:00,20.14,0.51,13.36,11.93,31.39,13.12,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
31-10-2021 00:00,01-11-2021 00:00,33.08,0.71,23.49,18.25,71.14,37.3,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
01-11-2021 00:00,02-11-2021 00:00,36.94,0.6,23.06,13.66,75.56,42.28,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
02-11-2021 00:00,03-11-2021 00:00,24.92,0.46,22.58,13.61,32.02,16.12,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
03-11-2021 00:00,04-11-2021 00:00,24.39,0.57,24.49,21.33,47.73,27.4,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
04-11-2021 00:00,05-11-2021 00:00,30.49,0.56,42.75,22.55,90.46,63.36,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
05-11-2021 00:00,06-11-2021 00:00,49.33,0.62,18.28,16.45,95.18,55.66,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
06-11-2021 00:00,07-11-2021 00:00,62.76,0.7,18.9,19.78,133.36,82.18,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
07-11-2021 00:00,08-11-2021 00:00,67.58,0.84,17.46,32.39,132.5,74.76,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
08-11-2021 00:00,09-11-2021 00:00,63.47,0.82,16.55,28.21,132.6,68.32,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
09-11-2021 00:00,10-11-2021 00:00,73.58,0.85,17.05,26.68,133.19,80.46,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
10-11-2021 00:00,11-11-2021 00:00,55.28,0.86,17.24,18.19,142.3,84.59,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
11-11-2021 00:00,12-11-2021 00:00,18.09,0.67,17.09,20.48,85.08,54.01,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
12-11-2021 00:00,13-11-2021 00:00,13.52,0.53,17.39,18.7,22.84,15.95,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
13-11-2021 00:00,14-11-2021 00:00,13.49,0.54,17.29,21.26,18.72,11.62,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
14-11-2021 00:00,15-11-2021 00:00,14.7,0.45,16.94,17.58,22.89,5.29,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
15-11-2021 00:00,16-11-2021 00:00,16.03,0.42,17.08,14.35,24.38,9.57,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
16-11-2021 00:00,17-11-2021 00:00,16.11,0.54,16.9,17.79,31.85,15.62,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
17-11-2021 00:00,18-11-2021 00:00,25.89,0.6,17.7,10.79,88.23,52.51,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
18-11-2021 00:00,19-11-2021 00:00,38.91,0.81,17.18,21.15,128.5,80.99,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
19-11-2021 00:00,20-11-2021 00:00,32.9,0.73,16.4,21.23,87.24,59.49,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
20-11-2021 00:00,21-11-2021 00:00,26.2,0.63,17.26,20.36,54.7,35.27,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
21-11-2021 00:00,22-11-2021 00:00,21.02,0.55,17.58,17.02,46.54,24.02,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
22-11-2021 00:00,23-11-2021 00:00,17.99,0.66,15.14,30.23,79.7,28.45,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
23-11-2021 00:00,24-11-2021 00:00,19.8,0.63,15.39,28.09,90.61,28.43,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
24-11-2021 00:00,25-11-2021 00:00,24.83,0.58,15.96,19.36,57.0,30.93,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
25-11-2021 00:00,26-11-2021 00:00,50.2,0.71,16.66,16.12,121.32,76.69,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
26-11-2021 00:00,27-11-2021 00:00,48.27,0.69,17.11,20.2,116.05,72.14,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
27-11-2021 00:00,28-11-2021 00:00,55.82,0.61,17.89,17.64,126.04,80.69,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
28-11-2021 00:00,29-11-2021 00:00,68.65,0.64,16.61,16.38,150.8,101.07,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
29-11-2021 00:00,30-11-2021 00:00,65.16,0.72,16.4,32.09,133.8,66.02,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
30-11-2021 00:00,01-12-2021 00:00,82.99,0.65,17.49,29.15,126.22,68.49,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
01-12-2021 00:00,02-12-2021 00:00,80.31,0.66,17.83,32.91,140.84,81.67,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
02-12-2021 00:00,03-12-2021 00:00,78.91,0.63,18.6,28.26,120.02,67.02,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
03-12-2021 00:00,04-12-2021 00:00,35.34,0.56,16.5,26.08,90.1,50.31,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
04-12-2021 00:00,05-12-2021 00:00,17.81,0.39,16.81,16.68,43.13,26.94,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
05-12-2021 00:00,06-12-2021 00:00,28.9,0.45,16.0,20.57,43.03,21.85,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
06-12-2021 00:00,07-12-2021 00:00,30.48,0.37,18.24,17.42,35.83,19.72,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
07-12-2021 00:00,08-12-2021 00:00,38.34,0.43,17.35,16.99,52.41,24.44,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
08-12-2021 00:00,09-12-2021 00:00,46.07,0.46,16.15,15.77,80.97,34.96,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
09-12-2021 00:00,10-12-2021 00:00,23.09,0.54,16.76,28.38,62.8,27.82,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
10-12-2021 00:00,11-12-2021 00:00,39.78,0.44,16.87,25.55,60.64,24.08,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
11-12-2021 00:00,12-12-2021 00:00,56.2,0.4,28.4,18.61,56.05,22.48,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
12-12-2021 00:00,13-12-2021 00:00,54.46,0.39,15.29,15.75,81.03,39.58,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
13-12-2021 00:00,14-12-2021 00:00,27.68,0.64,11.42,20.12,145.48,84.26,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
14-12-2021 00:00,15-12-2021 00:00,40.86,0.64,22.41,25.21,137.96,81.2,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
15-12-2021 00:00,16-12-2021 00:00,37.13,0.72,12.53,41.3,152.3,86.13,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
16-12-2021 00:00,17-12-2021 00:00,36.76,0.64,15.41,40.5,142.07,77.44,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
17-12-2021 00:00,18-12-2021 00:00,38.39,0.57,14.57,44.26,109.08,53.63,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
18-12-2021 00:00,19-12-2021 00:00,30.93,0.64,11.12,58.37,165.63,64.69,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
19-12-2021 00:00,20-12-2021 00:00,36.25,0.75,16.37,53.24,162.4,82.54,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
20-12-2021 00:00,21-12-2021 00:00,31.2,0.85,16.71,62.21,204.05,107.68,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
21-12-2021 00:00,22-12-2021 00:00,37.94,0.76,17.84,52.95,120.64,52.52,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
22-12-2021 00:00,23-12-2021 00:00,31.23,1.06,16.33,90.02,231.07,102.11,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
23-12-2021 00:00,24-12-2021 00:00,25.89,1.12,15.14,79.39,226.86,114.05,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
24-12-2021 00:00,25-12-2021 00:00,29.51,0.97,10.36,64.99,205.48,107.38,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
25-12-2021 00:00,26-12-2021 00:00,19.28,0.76,12.45,56.17,149.07,75.28,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
26-12-2021 00:00,27-12-2021 00:00,20.68,0.74,16.23,52.81,129.44,67.93,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
27-12-2021 00:00,28-12-2021 00:00,22.54,0.73,10.96,52.16,137.52,63.18,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
28-12-2021 00:00,29-12-2021 00:00,24.75,0.71,11.66,54.76,145.76,65.82,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
29-12-2021 00:00,30-12-2021 00:00,29.07,0.54,15.18,23.56,101.28,54.87,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
30-12-2021 00:00,31-12-2021 00:00,27.89,0.52,16.34,19.23,110.73,54.47,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
31-12-2021 00:00,01-01-2022 00:00,30.72,0.45,16.97,21.2,67.26,29.44,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
01-01-2022 00:00,02-01-2022 00:00,36.56,0.54,18.05,21.1,99.24,58.93,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
02-01-2022 00:00,03-01-2022 00:00,36.29,0.54,20.32,21.6,111.33,68.36,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
03-01-2022 00:00,04-01-2022 00:00,36.69,0.66,25.73,34.56,125.7,75.22,Andhra Pradesh,Visakhapatnam,"GVM Corporation, Visakhapatnam - APPCB"
