0,1,NO2 AQI,O3 Mean,O3 AQI,clusterid
0.335314007932983,0.6554429332716672,0.05304213755628073,-0.06291035666610666,-0.1841376894113955,0.0
-0.6279261552847699,0.7112928677295347,-0.4615137643639843,-0.8849658994455867,-0.5531510950454545,0.0
0.12744035323164704,0.7562580459137738,0.13880145454299156,-1.3729741049509503,-1.2384617055087066,0.0
0.07477285641818279,0.7393631743799329,1.1679132583835217,-0.8136159827462608,-0.5004348942405888,0.0
-0.8689460070738215,0.32260213767583246,0.5675980394765457,-1.4892780727019979,-1.4493265087281688,0.0
-0.7801759683574074,0.4718207466992612,1.1250335998901662,-1.0313593522693296,-0.8694482998746478,0.0
0.261676649213239,0.6901045719029877,-0.16135615491049635,-1.0426203871019253,-0.9221645006795133,0.0
-0.709778373376511,0.6207808902908251,-0.2471154718972072,-1.2115359095908595,-1.08031310309411,0.0
-0.7757467023445841,0.5501456646209159,-0.4186341058706289,-1.1176639232263426,-0.9748807014843789,0.0
0.025786279947386942,0.8072856074825541,0.9963946244101,-1.3279299656205679,-1.2911779063135722,0.0
-0.5407717458930801,0.6794685863177333,1.5109505263303649,-1.3316235850456593,-1.2384617055087066,0.0
-0.3563269348477165,0.7291285292499216,1.5109505263303649,-1.3504520352857592,-1.3438941071184378,0.0
-0.6937955754782801,0.6176897930151745,2.540062330170895,-1.5343222120323805,-1.5547589103379,0.0
-0.8106363924410916,0.4776178441147297,2.5829419886642504,-1.3054078959553765,-1.1857455047038412,0.0
0.2985875156928985,0.6758184132281031,1.7682284772904975,-1.1327086657626901,-0.9748807014843789,0.0
-0.7868791011036091,-0.19520061394803062,1.1250335998901662,-1.1214476309300947,-0.9748807014843789,0.0
-0.030488565499661526,0.8139492422057945,2.411423354690829,-1.3354072927494114,-1.2911779063135722,0.0
0.3255805817093211,0.6706625995788158,2.411423354690829,-1.5193675577746932,-1.5547589103379,0.0
-0.6607373021565246,-0.4516047416183649,1.7682284772904975,-1.4630623836117154,-1.3966103079233034,0.0
0.13209171845979487,0.7604811993135049,0.7819963319433229,-1.3241462579168157,-1.2384617055087066,0.0
-0.5686020501831516,0.7352248733486082,0.5675980394765457,-1.3203625502130636,-1.3438941071184378,0.0
-0.7775068844185368,0.542385457018373,0.7391166734499675,-1.1364923734664423,-1.08031310309411,0.0
-0.6853744248041448,0.6405120705862323,0.8248759904366783,-0.6221783905921355,-0.3422862918259922,0.0
0.49230452364297045,0.5069725680337325,1.3394318923569433,-1.0613587490633645,-0.9748807014843789,0.0
-0.8244236040653137,0.4067520407498681,0.48183872248983495,-1.1964911670545118,-1.08031310309411,0.0
-0.7446148800434127,0.4595376207875692,-0.20423581340385177,-0.49082968030474017,-0.39500249263085774,0.0
0.44957136738989206,0.5559445728174282,0.13880145454299156,-0.8286607252826086,-0.7112996974600511,0.0
-0.5567110856853784,0.7214837775349859,0.26744043002305784,-0.9187490039433736,-0.7640158982649167,0.0
-0.6618094391469631,0.6871799976703743,0.8248759904366783,-0.5509185621714702,-0.3422862918259922,0.0
-0.4635917772259844,0.7624531775451425,0.3960794055031241,-0.5809179589655049,-0.39500249263085774,0.0
0.6023899923702636,0.3330545886388016,0.2245607715297024,-0.9225327116471256,-0.6585834966551856,0.0
0.19906511771218213,0.7475184412821986,0.31032008851641324,-0.3932640745151314,-0.23685389021626108,0.0
0.1767502789886631,-0.7948043981504114,0.7391166734499675,-0.6184847711670439,-0.3422862918259922,1.0
0.36117400796326304,-0.7363184768482759,1.0392742829034554,-0.6672225299225177,-0.5531510950454545,1.0
0.6753146815161585,-0.27669647333678465,1.9826267697572746,-0.9825315052351951,-0.9748807014843789,1.0
0.5038059775625838,-0.6493967629081087,0.8677556489300337,-0.5058744228410876,-0.23685389021626108,1.0
0.445032302442572,-0.7431053832068736,0.7391166734499675,-0.3594809700173445,-0.07870528780166439,1.0
0.41641177838803733,-0.7401659510671633,1.1679132583835217,-0.6672225299225177,-0.5004348942405888,1.0
0.41326147169945543,-0.753587680708308,1.8539877942772083,-1.1664917702604771,-1.1330293038989756,1.0
-0.16520329586648147,-0.8051504242531968,0.31032008851641324,-0.9637931432737559,-0.7640158982649167,1.0
0.5533837020117871,-0.6131689558061074,0.010162479062925315,-0.7273114117892481,-0.5004348942405888,1.0
0.5351179213431846,-0.6271494050096468,0.26744043002305784,-0.7573108085832828,-0.6585834966551856,1.0
0.7025010994287181,-0.3231644452014127,0.010162479062925315,0.030961629698410528,-0.1841376894113955,1.0
0.39072274124065076,-0.7656205308619639,-0.16135615491049635,-0.34065251977724487,-0.13142148860652994,1.0
0.4810989952748277,-0.7090329500137783,0.13880145454299156,-0.8099223633211692,-0.60586729585032,1.0
0.33577099468787885,-0.791152170678571,0.9535149659167446,-0.903704261407026,-0.6585834966551856,1.0
0.5989320127192228,-0.5352095172591703,1.1679132583835217,-1.4892780727019979,-0.9748807014843789,1.0
0.010966813112708435,-0.7830456791456011,0.13880145454299156,0.24861491094281846,-0.025989086996798832,1.0
0.2405245631514324,-0.8284663947304959,0.48183872248983495,-0.9825315052351951,-0.7112996974600511,1.0
0.5748031244203541,-0.5918567260327411,1.1250335998901662,-1.057665129638273,-0.8694482998746478,1.0
0.4918340537937496,-0.6841797152207302,0.696237014956612,-0.836138052411452,-0.7112996974600511,1.0
0.22925216470432713,-0.7958962036071368,-0.332874788883918,-0.7160503769566524,-0.60586729585032,1.0
0.4760611562525828,-0.7126693561342358,0.13880145454299156,-0.6822672724588655,-0.3422862918259922,1.0
0.4308004956094702,-0.7434218564086986,0.13880145454299156,-0.7347887389180918,-0.6585834966551856,1.0
-0.1258211588701193,-0.615958295561231,0.05304213755628073,-0.014082509631971982,-0.07870528780166439,1.0
0.10010893830380573,-0.8272905343799966,0.2245607715297024,-0.6484841679610787,-0.28957009102112663,1.0
0.613580117208209,-0.5525028687239837,0.7391166734499675,-0.40074140164397515,-0.07870528780166439,1.0
0.33497895577720266,-0.7960788535625559,0.9106353074233892,0.05717731878869309,0.07944331461293229,1.0
0.5692699561893861,-0.6004889606699911,-0.03271717943043011,0.15483301285696244,0.07944331461293229,1.0
0.39076677866835857,-0.762100023569942,0.5675980394765457,-0.5246127848025267,-0.1841376894113955,1.0
0.5607672089825996,-0.6164541830105127,0.31032008851641324,-0.5358738196351224,-0.07870528780166439,1.0
0.5796164790084739,-0.5694137350875559,0.8248759904366783,-0.5246127848025267,-0.1841376894113955,1.0
0.5808892857732846,-0.611165663274739,0.5675980394765457,-0.2993920881506145,-0.025989086996798832,1.0
0.4160186502717186,-0.7458082888638647,0.05304213755628073,0.3049200851057966,-0.28957009102112663,1.0
0.4346729094103693,-0.7364903120923483,-0.5901527398440506,0.5039250926674266,-0.39500249263085774,1.0
0.01957673667359343,-0.7052966674188971,-0.16135615491049635,-0.27687001848542325,-0.4477186934357233,1.0
0.6913413049361246,-0.18575687275085995,-0.2471154718972072,-0.20552010178609734,-0.4477186934357233,1.0
0.6521814580815222,-0.44394417171503536,0.26744043002305784,-0.17173699728831077,0.13215951541779786,1.0
0.565525173492119,-0.5659396611261205,0.26744043002305784,-0.3519135546098405,-0.07870528780166439,1.0
0.6426519485884052,-0.268517305551467,0.5247183809831903,-0.48704597260098803,-0.1841376894113955,1.0
0.6424114382394365,-0.3496900377869628,1.1250335998901662,-0.08543242633129791,0.4484567202469912,1.0
0.4536056363448449,-0.7317428230158668,0.9963946244101,0.000872144625715265,0.3957405194421256,1.0
0.1717623204770436,-0.8327180804845523,0.8677556489300337,-0.14921492762311953,0.2903081178323945,1.0
0.5868811210099053,-0.5668350009443196,0.8677556489300337,-0.18678173982465823,0.23759191702752896,1.0
0.2828072731313437,-0.8180493024455048,0.7391166734499675,-0.20552010178609734,0.2903081178323945,1.0
0.5062682200632593,-0.36482346253455467,0.696237014956612,-0.1004771688676457,0.23759191702752896,1.0
-0.2639102439813309,-0.7239157362542515,0.4389590639964795,-0.0028214747993763533,0.2903081178323945,1.0
0.32003484946203775,-0.7943914716292051,0.4389590639964795,0.21861551414878372,0.23759191702752896,1.0
